Extract.Date,CCG.Code,CCG.Name,Breakdown.Field,Breakdown.Value,Patient.Count,CCG20CD,pop19,Shielders_pct,Patient.Count.QCOVID,Patient.Count.nonQCOVID,Shielders_from_QCOVID_pct,IMD19_decile,IMD19_quintile
06/03/2021,12F,NHS Wirral CCG,ALL,ALL,23685,E38000208,324011,7.30993700831145,7975,15710,33.6710998522272,4,2
06/03/2021,01F,NHS Halton CCG,ALL,ALL,9455,E38000068,129410,7.30623599412719,2980,6475,31.5177154944474,2,1
06/03/2021,00V,NHS Bury CCG,ALL,ALL,13915,E38000024,190990,7.28572176553746,4145,9770,29.7879985627021,5,3
06/03/2021,84H,NHS County Durham CCG,ALL,ALL,38525,E38000234,530094,7.2675789576943,12175,26350,31.6028552887735,3,2
06/03/2021,04F,NHS Milton Keynes CCG,ALL,ALL,19935,E38000107,275882,7.22591542761036,5555,14380,27.86556308001,8,4
06/03/2021,07T,NHS City and Hackney CCG,ALL,ALL,20920,E38000035,290841,7.19293359601982,12980,7940,62.0458891013384,1,1
06/03/2021,15E,NHS Birmingham and Solihull CCG,ALL,ALL,84895,E38000220,1180567,7.19103617160229,45115,39780,53.1421167324342,2,1
06/03/2021,10L,NHS Isle of Wight CCG,ALL,ALL,10175,E38000087,141771,7.17706724224277,4305,5870,42.3095823095823,4,2
06/03/2021,01Y,NHS Tameside and Glossop CCG,ALL,ALL,18640,E38000182,260063,7.16749403029266,6975,11665,37.4195278969957,2,1
06/03/2021,26A,NHS Norfolk and Waveney CCG,ALL,ALL,73500,E38000239,1026193,7.16239537786752,25075,48425,34.1156462585034,5,3
06/03/2021,03F,NHS Hull CCG,ALL,ALL,18505,E38000085,259778,7.12338997143715,6775,11730,36.6117265603891,1,1
06/03/2021,06L,NHS Ipswich and East Suffolk CCG,ALL,ALL,29165,E38000086,411211,7.09246591166092,9505,19660,32.5904337390708,7,4
06/03/2021,01G,NHS Salford CCG,ALL,ALL,18355,E38000143,258834,7.09141766537626,6495,11860,35.3854535548897,1,1
06/03/2021,72Q,NHS South East London CCG,ALL,ALL,129010,E38000244,1819271,7.09130195556352,66955,62055,51.8990775908844,4,3
06/03/2021,05Y,NHS Walsall CCG,ALL,ALL,20225,E38000191,285478,7.08460897161953,9515,10710,47.0457354758962,2,1
06/03/2021,08Y,NHS West London CCG,ALL,ALL,16080,E38000202,227412,7.07086697271912,7745,8335,48.1654228855722,5,3
06/03/2021,14L,NHS Manchester CCG,ALL,ALL,39075,E38000217,552858,7.0678184995062,20135,18940,51.5291106845809,1,1
06/03/2021,02P,NHS Barnsley CCG,ALL,ALL,17345,E38000006,246866,7.02607892540893,4835,12510,27.8754684347074,2,1
06/03/2021,01D,"NHS Heywood, Middleton and Rochdale CCG",ALL,ALL,15595,E38000080,222412,7.01176195529018,7100,8495,45.5274126322539,1,1
06/03/2021,99C,NHS North Tyneside CCG,ALL,ALL,14570,E38000127,207913,7.00773881383079,4805,9765,32.9787234042553,6,3
06/03/2021,99G,NHS Southend CCG,ALL,ALL,12825,E38000168,183125,7.00341296928328,5605,7220,43.7037037037037,5,3
06/03/2021,13T,NHS Newcastle Gateshead CCG,ALL,ALL,35080,E38000212,504875,6.94825451844516,14265,20815,40.6641961231471,3,2
06/03/2021,10V,NHS South Eastern Hampshire CCG,ALL,ALL,15095,E38000154,217701,6.93382207706901,4950,10145,32.792315336204,8,4
06/03/2021,15F,NHS Leeds CCG,ALL,ALL,54815,E38000225,793139,6.9111467220752,17485,37330,31.8982030466113,4,2
06/03/2021,03H,NHS North East Lincolnshire CCG,ALL,ALL,11025,E38000119,159563,6.90949656248629,4215,6810,38.2312925170068,3,2
06/03/2021,97R,NHS East Sussex CCG,ALL,ALL,38430,E38000235,557229,6.89662598321336,16255,22175,42.2976841009628,6,4
06/03/2021,99F,NHS Castle Point and Rochford CCG,ALL,ALL,12235,E38000030,177744,6.88349536411918,3285,8950,26.8492031058439,9,5
06/03/2021,02Y,NHS East Riding of Yorkshire CCG,ALL,ALL,21865,E38000052,318400,6.86714824120603,7680,14185,35.124628401555,9,5
06/03/2021,00L,NHS Northumberland CCG,ALL,ALL,22110,E38000130,322434,6.85721729098048,5320,16790,24.0615106286748,6,3
06/03/2021,03L,NHS Rotherham CCG,ALL,ALL,18145,E38000141,265411,6.83656668337032,6610,11535,36.4287682557178,3,2
06/03/2021,02M,NHS Fylde and Wyre CCG,ALL,ALL,13280,E38000226,194337,6.83349027719889,4420,8860,33.2831325301205,7,4
06/03/2021,01K,NHS Morecambe Bay CCG,ALL,ALL,22710,E38000228,332696,6.82605141029649,6850,15860,30.1629238221048,6,3
06/03/2021,70F,NHS West Sussex CCG,ALL,ALL,58055,E38000248,857166,6.77290046502078,22965,35090,39.5573163379554,9,5
06/03/2021,11J,NHS Dorset CCG,ALL,ALL,52180,E38000045,773839,6.74300468185243,20635,31545,39.5458029896512,8,4
06/03/2021,71E,NHS Lincolnshire CCG,ALL,ALL,51300,E38000238,761224,6.73914642733282,18990,32310,37.0175438596491,6,3
06/03/2021,ENG,ENGLAND,ALL,ALL,3792602,,56286961,6.73797613624939,1520285,2272317,40.0855402175077,,
06/03/2021,03N,NHS Sheffield CCG,ALL,ALL,39400,E38000146,584853,6.73673555577213,17085,22315,43.3629441624366,4,2
06/03/2021,02T,NHS Calderdale CCG,ALL,ALL,14245,E38000025,211455,6.73665791776028,5695,8550,39.97893997894,4,2
06/03/2021,08W,NHS Waltham Forest CCG,ALL,ALL,18560,E38000192,276983,6.70077224956044,10640,7920,57.3275862068966,3,2
06/03/2021,05D,NHS East Staffordshire CCG,ALL,ALL,8660,E38000053,129944,6.66440928399926,2980,5680,34.4110854503464,7,4
06/03/2021,15N,NHS Devon CCG,ALL,ALL,79835,E38000230,1200739,6.64882210038984,30360,49475,38.0284336443916,6,3
06/03/2021,03K,NHS North Lincolnshire CCG,ALL,ALL,11420,E38000122,172292,6.62828221855919,4215,7205,36.9089316987741,5,3
06/03/2021,07K,NHS West Suffolk CCG,ALL,ALL,15325,E38000204,231706,6.61398496370401,5115,10210,33.3768352365416,8,4
06/03/2021,93C,NHS North Central London CCG,ALL,ALL,99705,E38000240,1510806,6.59945750811157,53935,45770,54.0945790080738,4,2
06/03/2021,01H,NHS North Cumbria CCG,ALL,ALL,21045,E38000215,319371,6.58951501545225,7800,13245,37.0634354953671,5,3
06/03/2021,02H,NHS Wigan Borough CCG,ALL,ALL,21570,E38000205,328662,6.56297351078007,7100,14470,32.9160871580899,4,2
06/03/2021,99E,NHS Basildon and Brentwood CCG,ALL,ALL,17310,E38000007,264220,6.55135871622133,6415,10895,37.0595031773541,7,4
06/03/2021,02G,NHS West Lancashire CCG,ALL,ALL,7430,E38000200,114306,6.50009623291866,2290,5140,30.8209959623149,8,4
06/03/2021,52R,NHS Nottingham and Nottinghamshire CCG,ALL,ALL,67665,E38000243,1043665,6.4834022411406,28385,39280,41.9493090962832,5,3
06/03/2021,10K,NHS Fareham and Gosport CCG,ALL,ALL,13015,E38000059,201071,6.47283795276295,4885,8130,37.5336150595467,9,5
06/03/2021,05A,NHS Coventry and Rugby CCG,ALL,ALL,31040,E38000038,480456,6.46052916396091,13590,17450,43.7822164948454,5,3
06/03/2021,11N,NHS Kernow CCG,ALL,ALL,36940,E38000089,571802,6.46027820819095,13410,23530,36.3021115322144,4,2
06/03/2021,06T,NHS North East Essex CCG,ALL,ALL,22010,E38000117,341267,6.44949555626533,7110,14900,32.3034984098137,5,3
06/03/2021,07H,NHS West Essex CCG,ALL,ALL,19925,E38000197,310040,6.42659011740421,7160,12765,35.9347553324969,8,4
06/03/2021,09A,NHS Central London (Westminster) CCG,ALL,ALL,12180,E38000031,190034,6.40937937421725,6070,6110,49.8357963875205,7,4
06/03/2021,10R,NHS Portsmouth CCG,ALL,ALL,13770,E38000137,214905,6.40748237593355,6475,7295,47.0225127087872,3,2
06/03/2021,05H,NHS Warwickshire North CCG,ALL,ALL,12485,E38000195,195147,6.39774118997474,4480,8005,35.8830596716059,5,3
06/03/2021,78H,NHS Northamptonshire CCG,ALL,ALL,47075,E38000242,736219,6.39415717334108,18205,28870,38.672331386086,7,4
06/03/2021,01A,NHS East Lancashire CCG,ALL,ALL,24360,E38000050,382746,6.36453418193789,9385,14975,38.5262725779967,3,2
06/03/2021,36L,NHS South West London CCG,ALL,ALL,95450,E38000245,1504810,6.34299346761385,46355,49095,48.564693556836,8,4
06/03/2021,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,ALL,ALL,14355,E38000153,226837,6.32833267941297,5540,8815,38.5928247997214,8,4
06/03/2021,05V,NHS Stafford and Surrounds CCG,ALL,ALL,9930,E38000173,157308,6.31245709054848,3095,6835,31.1681772406848,9,5
06/03/2021,06F,NHS Bedfordshire CCG,ALL,ALL,29080,E38000010,461940,6.29518985149587,10550,18530,36.2792297111417,9,5
06/03/2021,06H,NHS Cambridgeshire and Peterborough CCG,ALL,ALL,56095,E38000026,892627,6.28425983081399,21505,34590,38.3367501559854,8,4
06/03/2021,01W,NHS Stockport CCG,ALL,ALL,18420,E38000174,293423,6.2776264982636,6575,11845,35.6948968512486,7,4
06/03/2021,05C,NHS Dudley CCG,ALL,ALL,20085,E38000046,321596,6.24541350016791,7545,12540,37.5653472740851,4,3
06/03/2021,02E,NHS Warrington CCG,ALL,ALL,13070,E38000194,210014,6.22339463083414,4680,8390,35.8071920428462,7,4
06/03/2021,03R,NHS Wakefield CCG,ALL,ALL,21630,E38000190,348312,6.20994970026873,7935,13695,36.6851595006935,3,2
06/03/2021,91Q,NHS Kent and Medway CCG,ALL,ALL,115125,E38000237,1860111,6.18914677672461,40105,75020,34.8360477741585,6,3
06/03/2021,11X,NHS Somerset CCG,ALL,ALL,34795,E38000150,562225,6.18880341500289,12395,22400,35.6229343296451,6,3
06/03/2021,42D,NHS North Yorkshire CCG,ALL,ALL,26415,E38000241,428231,6.1683997655471,10175,16240,38.5197804277872,9,5
06/03/2021,11M,NHS Gloucestershire CCG,ALL,ALL,39265,E38000062,637070,6.16337294174894,13945,25320,35.5150897746084,9,5
06/03/2021,02A,NHS Trafford CCG,ALL,ALL,14620,E38000187,237354,6.15957599197823,5310,9310,36.3201094391245,9,5
06/03/2021,15M,NHS Derby and Derbyshire CCG,ALL,ALL,63220,E38000229,1026426,6.15923602870543,26210,37010,41.4583992407466,6,3
06/03/2021,08F,NHS Havering CCG,ALL,ALL,15905,E38000077,259552,6.12786647762298,6355,9550,39.9559886828042,8,4
06/03/2021,10X,NHS Southampton CCG,ALL,ALL,15425,E38000167,252520,6.10842705528275,5255,10170,34.0680713128039,3,2
06/03/2021,15D,NHS East Berkshire CCG,ALL,ALL,26350,E38000224,436701,6.03387672572309,13195,13155,50.0759013282733,9,5
06/03/2021,27D,NHS Cheshire CCG,ALL,ALL,43775,E38000233,727223,6.01947408154033,14510,29265,33.1467732724158,8,5
06/03/2021,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",ALL,ALL,54775,E38000231,921917,5.94142422799449,20595,34180,37.5992697398448,9,5
06/03/2021,06Q,NHS Mid Essex CCG,ALL,ALL,23395,E38000106,395918,5.90905187437803,7960,15435,34.0243641803804,9,5
06/03/2021,15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",ALL,ALL,56720,E38000222,963522,5.88673636927854,22710,34010,40.0387870239774,7,4
06/03/2021,05R,NHS South Warwickshire CCG,ALL,ALL,16065,E38000164,273851,5.86632877002458,5560,10505,34.6093993152817,10,5
06/03/2021,05X,NHS Telford and Wrekin CCG,ALL,ALL,10545,E38000183,179854,5.86308894992605,4500,6045,42.674253200569,4,2
06/03/2021,04Y,NHS Cannock Chase CCG,ALL,ALL,8050,E38000028,137595,5.85050328863694,2595,5455,32.2360248447205,6,3
06/03/2021,03A,NHS Greater Huddersfield CCG,ALL,ALL,14370,E38000064,246604,5.82715608830352,4795,9575,33.3681280445372,5,3
06/03/2021,18C,NHS Herefordshire and Worcestershire CCG,ALL,ALL,45690,E38000236,788587,5.79390733045308,17515,28175,38.3344276646969,7,4
06/03/2021,92A,NHS Surrey Heartlands CCG,ALL,ALL,60485,E38000246,1049170,5.76503331204667,23125,37360,38.2326196577664,10,5
06/03/2021,06K,NHS East and North Hertfordshire CCG,ALL,ALL,32835,E38000049,571713,5.74326628920455,11900,20935,36.2418151362875,9,5
06/03/2021,99M,NHS North East Hampshire and Farnham CCG,ALL,ALL,12115,E38000118,211709,5.72247755173375,4880,7235,40.2806438299629,10,5
06/03/2021,01E,NHS Greater Preston CCG,ALL,ALL,11625,E38000227,203825,5.70342205323194,4935,6690,42.4516129032258,5,3
06/03/2021,05G,NHS North Staffordshire CCG,ALL,ALL,12515,E38000126,219600,5.69899817850638,4535,7980,36.2365161805833,7,4
06/03/2021,04V,NHS West Leicestershire CCG,ALL,ALL,23190,E38000201,407490,5.69093720091291,8625,14565,37.1927554980595,10,5
06/03/2021,05N,NHS Shropshire CCG,ALL,ALL,18375,E38000147,323136,5.68646019013666,6670,11705,36.2993197278912,7,4
06/03/2021,10J,NHS North Hampshire CCG,ALL,ALL,12780,E38000120,225387,5.67024717485924,3825,8955,29.9295774647887,10,5
06/03/2021,11A,NHS West Hampshire CCG,ALL,ALL,32345,E38000198,570799,5.6666181965981,11445,20900,35.3841397433916,10,5
06/03/2021,09D,NHS Brighton and Hove CCG,ALL,ALL,16380,E38000021,290885,5.63109132475033,6755,9625,41.2393162393162,6,3
06/03/2021,06N,NHS Herts Valleys CCG,ALL,ALL,33570,E38000079,598034,5.61339321844577,14080,19490,41.9422103068216,10,5
06/03/2021,03W,NHS East Leicestershire and Rutland CCG,ALL,ALL,18930,E38000051,338592,5.59079954635668,6745,12185,35.6312731114633,10,5
06/03/2021,14Y,NHS Buckinghamshire CCG,ALL,ALL,30245,E38000223,546626,5.53303355493519,12290,17955,40.6348156720119,10,5
06/03/2021,10C,NHS Surrey Heath CCG,ALL,ALL,5335,E38000178,96564,5.52483327119838,2155,3180,40.3936269915651,10,5
06/03/2021,03Q,NHS Vale of York CCG,ALL,ALL,19970,E38000188,366072,5.45521099674381,6365,13605,31.8728092138207,10,5
06/03/2021,00X,NHS Chorley and South Ribble CCG,ALL,ALL,9565,E38000034,178547,5.35713285577467,3345,6220,34.9712493465761,8,4
06/03/2021,10Q,NHS Oxfordshire CCG,ALL,ALL,36020,E38000136,676171,5.32705484263596,14720,21300,40.8661854525264,10,5
06/03/2021,15A,NHS Berkshire West CCG,ALL,ALL,24645,E38000221,491349,5.01578307882992,10390,14255,42.1586528707649,10,5
10/02/2021,99A,NHS Liverpool CCG,ALL,ALL,44580,E38000101,498042,8.9510523208886,,44580,,1,1
10/02/2021,01T,NHS South Sefton CCG,ALL,ALL,13410,E38000161,160226,8.36942818269195,,13410,,3,2
10/02/2021,07Y,NHS Hounslow CCG,ALL,ALL,20760,E38000084,271523,7.6457611325744,,20760,,4,2
10/02/2021,01V,NHS Southport and Formby CCG,ALL,ALL,8640,E38000170,116184,7.43648006610205,,8640,,6,4
10/02/2021,01X,NHS St Helens CCG,ALL,ALL,12530,E38000172,180585,6.93856078854833,,12530,,2,1
10/02/2021,01J,NHS Knowsley CCG,ALL,ALL,9355,E38000091,150862,6.20103140618579,,9355,,1,1
10/02/2021,07W,NHS Ealing CCG,ALL,ALL,20265,E38000048,341806,5.92880171793357,,20265,,4,2
10/02/2021,02Q,NHS Bassetlaw CCG,ALL,ALL,6955,E38000008,117459,5.92121506227705,,6955,,5,3
10/02/2021,07G,NHS Thurrock CCG,ALL,ALL,9810,E38000185,174341,5.62690359697375,,9810,,5,3
10/02/2021,00T,NHS Bolton CCG,ALL,ALL,16095,E38000016,287550,5.59728742827334,,16095,,3,2
10/02/2021,04F,NHS Milton Keynes CCG,ALL,ALL,14515,E38000107,275882,5.26130737054248,,14515,,8,4
10/02/2021,07P,NHS Brent CCG,ALL,ALL,17325,E38000020,329771,5.25364571172116,,17325,,3,2
10/02/2021,00L,NHS Northumberland CCG,ALL,ALL,16785,E38000130,322434,5.20571651872941,,16785,,6,3
10/02/2021,00V,NHS Bury CCG,ALL,ALL,9725,E38000024,190990,5.0918896277292,,9725,,5,3
10/02/2021,02P,NHS Barnsley CCG,ALL,ALL,12485,E38000006,246866,5.05739956089539,,12485,,2,1
10/02/2021,02X,NHS Doncaster CCG,ALL,ALL,15685,E38000044,311890,5.02901664048222,,15685,,2,1
10/02/2021,99F,NHS Castle Point and Rochford CCG,ALL,ALL,8925,E38000030,177744,5.02126654064272,,8925,,9,5
10/02/2021,84H,NHS County Durham CCG,ALL,ALL,26330,E38000234,530094,4.96704358094979,,26330,,3,2
10/02/2021,00R,NHS Blackpool CCG,ALL,ALL,6905,E38000015,139446,4.95173759017828,,6905,,1,1
10/02/2021,01F,NHS Halton CCG,ALL,ALL,6395,E38000068,129410,4.94165829534039,,6395,,2,1
10/02/2021,16C,NHS Tees Valley CCG,ALL,ALL,32865,E38000247,675944,4.86208916714994,,32865,,3,2
10/02/2021,00N,NHS South Tyneside CCG,ALL,ALL,7315,E38000163,150976,4.8451409495549,,7315,,2,1
10/02/2021,12F,NHS Wirral CCG,ALL,ALL,15695,E38000208,324011,4.84397134665181,,15695,,4,2
10/02/2021,08G,NHS Hillingdon CCG,ALL,ALL,14845,E38000082,306870,4.83755336135823,,14845,,6,3
10/02/2021,36J,NHS Bradford District and Craven CCG,ALL,ALL,28220,E38000232,590901,4.77575769883618,,28220,,2,1
10/02/2021,06L,NHS Ipswich and East Suffolk CCG,ALL,ALL,19630,E38000086,411211,4.77370498357291,,19630,,7,4
10/02/2021,01K,NHS Morecambe Bay CCG,ALL,ALL,15865,E38000228,332696,4.76861759684517,,15865,,6,3
10/02/2021,99C,NHS North Tyneside CCG,ALL,ALL,9760,E38000127,207913,4.69427116149543,,9760,,6,3
10/02/2021,26A,NHS Norfolk and Waveney CCG,ALL,ALL,48170,E38000239,1026193,4.69404878029766,,48170,,5,3
10/02/2021,15F,NHS Leeds CCG,ALL,ALL,37195,E38000225,793139,4.68959413167175,,37195,,4,2
10/02/2021,11N,NHS Kernow CCG,ALL,ALL,26680,E38000089,571802,4.66595080115145,,26680,,4,2
10/02/2021,06P,NHS Luton CCG,ALL,ALL,9930,E38000102,213052,4.66083397480427,,9930,,3,2
10/02/2021,05V,NHS Stafford and Surrounds CCG,ALL,ALL,7320,E38000173,157308,4.65329163170341,,7320,,9,5
10/02/2021,10V,NHS South Eastern Hampshire CCG,ALL,ALL,10120,E38000154,217701,4.64857763629933,,10120,,8,4
10/02/2021,02M,NHS Fylde and Wyre CCG,ALL,ALL,8825,E38000226,194337,4.5410807000211,,8825,,7,4
10/02/2021,01G,NHS Salford CCG,ALL,ALL,11745,E38000143,258834,4.53765734022578,,11745,,1,1
10/02/2021,08C,NHS Hammersmith and Fulham CCG,ALL,ALL,8400,E38000070,185143,4.53703353623956,,8400,,4,2
10/02/2021,00P,NHS Sunderland CCG,ALL,ALL,12555,E38000176,277705,4.52098449793846,,12555,,2,1
10/02/2021,03J,NHS North Kirklees CCG,ALL,ALL,8700,E38000121,193183,4.50350186092979,,8700,,2,2
10/02/2021,08E,NHS Harrow CCG,ALL,ALL,11270,E38000074,251160,4.48717948717949,,11270,,8,4
10/02/2021,02G,NHS West Lancashire CCG,ALL,ALL,5095,E38000200,114306,4.45733382324637,,5095,,8,4
10/02/2021,02Y,NHS East Riding of Yorkshire CCG,ALL,ALL,14160,E38000052,318400,4.44723618090452,,14160,,9,5
10/02/2021,05W,NHS Stoke on Trent CCG,ALL,ALL,11725,E38000175,264651,4.43036300637443,,11725,,1,1
10/02/2021,01Y,NHS Tameside and Glossop CCG,ALL,ALL,11505,E38000182,260063,4.42392804820371,,11505,,2,1
10/02/2021,03F,NHS Hull CCG,ALL,ALL,11435,E38000085,259778,4.40183541331445,,11435,,1,1
10/02/2021,07K,NHS West Suffolk CCG,ALL,ALL,10175,E38000204,231706,4.39134075077901,,10175,,8,4
10/02/2021,05D,NHS East Staffordshire CCG,ALL,ALL,5675,E38000053,129944,4.36726589915656,,5675,,7,4
10/02/2021,06T,NHS North East Essex CCG,ALL,ALL,14845,E38000117,341267,4.34996644855787,,14845,,5,3
10/02/2021,02H,NHS Wigan Borough CCG,ALL,ALL,14265,E38000205,328662,4.34032531902076,,14265,,4,2
10/02/2021,03L,NHS Rotherham CCG,ALL,ALL,11480,E38000141,265411,4.32536707220123,,11480,,3,2
10/02/2021,03H,NHS North East Lincolnshire CCG,ALL,ALL,6770,E38000119,159563,4.24283825197571,,6770,,3,2
10/02/2021,71E,NHS Lincolnshire CCG,ALL,ALL,32275,E38000238,761224,4.23988208464263,,32275,,6,3
10/02/2021,00Y,NHS Oldham CCG,ALL,ALL,10000,E38000135,237110,4.21745181561301,,10000,,2,1
10/02/2021,03K,NHS North Lincolnshire CCG,ALL,ALL,7165,E38000122,172292,4.15863766164419,,7165,,5,3
10/02/2021,07H,NHS West Essex CCG,ALL,ALL,12845,E38000197,310040,4.14301380467037,,12845,,8,4
10/02/2021,99E,NHS Basildon and Brentwood CCG,ALL,ALL,10900,E38000007,264220,4.12535008704867,,10900,,7,4
10/02/2021,06F,NHS Bedfordshire CCG,ALL,ALL,19055,E38000010,461940,4.12499458804174,,19055,,9,5
10/02/2021,01H,NHS North Cumbria CCG,ALL,ALL,13170,E38000215,319371,4.12373070817325,,13170,,5,3
10/02/2021,10L,NHS Isle of Wight CCG,ALL,ALL,5825,E38000087,141771,4.10873874064513,,5825,,4,2
10/02/2021,15N,NHS Devon CCG,ALL,ALL,49270,E38000230,1200739,4.10330638048735,,49270,,6,3
10/02/2021,05H,NHS Warwickshire North CCG,ALL,ALL,7970,E38000195,195147,4.08410070357218,,7970,,5,3
10/02/2021,13T,NHS Newcastle Gateshead CCG,ALL,ALL,20590,E38000212,504875,4.07823718742263,,20590,,3,2
10/02/2021,70F,NHS West Sussex CCG,ALL,ALL,34920,E38000248,857166,4.07389000496987,,34920,,9,5
10/02/2021,10X,NHS Southampton CCG,ALL,ALL,10250,E38000167,252520,4.05908442895612,,10250,,3,2
10/02/2021,11J,NHS Dorset CCG,ALL,ALL,31350,E38000045,773839,4.0512302946737,,31350,,8,4
10/02/2021,10K,NHS Fareham and Gosport CCG,ALL,ALL,8130,E38000059,201071,4.04334787214467,,8130,,9,5
10/02/2021,02T,NHS Calderdale CCG,ALL,ALL,8540,E38000025,211455,4.03868435364498,,8540,,4,2
10/02/2021,ENG,ENGLAND,ALL,ALL,2269180,,56286961,4.03144877549882,,2269180,,,
10/02/2021,91Q,NHS Kent and Medway CCG,ALL,ALL,74625,E38000237,1860111,4.01185735689967,,74625,,6,3
10/02/2021,27D,NHS Cheshire CCG,ALL,ALL,29010,E38000233,727223,3.98914775797795,,29010,,8,5
10/02/2021,01W,NHS Stockport CCG,ALL,ALL,11685,E38000174,293423,3.98230540891477,,11685,,7,4
10/02/2021,11X,NHS Somerset CCG,ALL,ALL,22305,E38000150,562225,3.96727288896794,,22305,,6,3
10/02/2021,97R,NHS East Sussex CCG,ALL,ALL,22090,E38000235,557229,3.96425885946352,,22090,,6,4
10/02/2021,99G,NHS Southend CCG,ALL,ALL,7250,E38000168,183125,3.95904436860068,,7250,,5,3
